OTU_ID,Taxonomy
OTU16965,"k: Fungi ,p: Glomeromycota ,c: Archaeosporomycetes ,o: Archaeosporales ,f: Archaeosporaceae ,g: Archaeospora ,s: Archaeospora_sp"
OTU16963,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Trichophaea ,s: Trichophaea_sp"
OTU16960,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Trichocomaceae ,g: Sagenomella ,s: Sagenomella_sp"
OTU16964,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Trichophaea ,s: Trichophaea_sp"
OTU16966,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU16967,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Trichophaea ,s: Trichophaea_sp"
OTU16970,
OTU16971,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU16968,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Trichophaea ,s: Trichophaea_sp"
OTU16969,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU16972,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU16973,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU16975,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU16979,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Ascodesmidaceae ,g: Cephaliophora ,s: Cephaliophora_sp"
OTU16978,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Sordariales_fam_Incertae_sedis ,g: Conlarium ,s: Conlarium_sp"
OTU16974,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Cortinariaceae ,g: Cortinarius ,s: Cortinarius_sp"
OTU16977,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Sordariales_fam_Incertae_sedis ,g: Conlarium ,s: Conlarium_sp"
OTU16976,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Myrmecridiales ,f: unidentified ,g: unidentified ,s: Myrmecridiales_sp"
OTU16980,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Helotiaceae ,g: Phaeohelotium ,s: Phaeohelotium_sp"
OTU16981,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Geoglossum ,s: Geoglossum_glabrum"
OTU16982,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Geoglossum ,s: Geoglossum_fallax"
OTU16983,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU16986,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU16985,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU16984,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU16988,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU16987,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_podzolica"
OTU16989,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Aleuria ,s: Aleuria_aurantia"
OTU16994,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Dothideomycetes_sp"
OTU16991,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Dothideomycetes_sp"
OTU16990,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xylariales ,f: Xylariaceae ,g: Hypoxylon ,s: Hypoxylon_papillatum"
OTU16995,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU16993,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Myrmecridiales ,f: unidentified ,g: unidentified ,s: Myrmecridiales_sp"
OTU16992,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: unidentified ,g: unidentified ,s: Hypocreales_sp"
OTU16997,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Minutisphaerales ,f: Minutisphaeraceae ,g: Minutisphaera ,s: Minutisphaera_sp"
OTU17002,"k: Fungi ,p: Ascomycota ,c: Pezizomycotina_cls_Incertae_sedis ,o: Pezizomycotina_ord_Incertae_sedis ,f: Pezizomycotina_fam_Incertae_sedis ,g: Ciliophora ,s: Ciliophora_sp"
OTU16996,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Aspergillaceae ,g: Penicillium ,s: Penicillium_sp"
OTU17000,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xylariales ,f: Hypoxylaceae ,g: Jackrogersella ,s: Jackrogersella_cohaerens"
OTU16998,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: Cladophialophora ,s: Cladophialophora_sp"
OTU16999,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU17003,
OTU17001,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: unidentified ,s: Pyronemataceae_sp"
OTU17007,"k: Fungi ,p: Ascomycota ,c: Pezizomycotina_cls_Incertae_sedis ,o: Pezizomycotina_ord_Incertae_sedis ,f: Pezizomycotina_fam_Incertae_sedis ,g: Ciliophora ,s: Ciliophora_sp"
OTU17004,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: Rutstroemiaceae ,g: unidentified ,s: Rutstroemiaceae_sp"
OTU17005,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU17006,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Botryosphaeriales ,f: Botryosphaeriaceae ,g: Neofusicoccum ,s: Neofusicoccum_sp"
OTU17008,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17009,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17011,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: unidentified ,g: unidentified ,s: Pleosporales_sp"
OTU17012,"k: Fungi ,p: Kickxellomycota ,c: Kickxellomycetes ,o: Kickxellales ,f: unidentified ,g: unidentified ,s: Kickxellales_sp"
OTU17010,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Dothideomycetes_sp"
OTU17013,"k: Fungi ,p: Kickxellomycota ,c: Kickxellomycetes ,o: Kickxellales ,f: unidentified ,g: unidentified ,s: Kickxellales_sp"
OTU17015,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17014,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17016,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU17018,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU17019,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17017,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_lanatodisca"
OTU17021,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: unidentified ,s: Pyronemataceae_sp"
OTU17020,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: unidentified ,g: unidentified ,s: Pleosporales_sp"
OTU17023,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU17022,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Inocybaceae ,g: Inocybe ,s: Inocybe_sp"
OTU17024,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xylariales ,f: unidentified ,g: unidentified ,s: Xylariales_sp"
OTU17025,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Onygenales ,f: unidentified ,g: unidentified ,s: Onygenales_sp"
OTU17026,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Onygenales ,f: unidentified ,g: unidentified ,s: Onygenales_sp"
OTU17027,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: unidentified ,g: unidentified ,s: Pezizales_sp"
OTU17030,"k: Fungi ,p: Ascomycota ,c: Pezizomycotina_cls_Incertae_sedis ,o: Pezizomycotina_ord_Incertae_sedis ,f: Pezizomycotina_fam_Incertae_sedis ,g: Ciliophora ,s: Ciliophora_sp"
OTU17028,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Glutinoglossum ,s: Glutinoglossum_peregrinans"
OTU17031,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: Leptosphaeriaceae ,g: Ampelomyces ,s: Ampelomyces_sp"
OTU17033,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Minutisphaerales ,f: Minutisphaeraceae ,g: Minutisphaera ,s: Minutisphaera_sp"
OTU17035,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17029,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Bionectriaceae ,g: Clonostachys ,s: Clonostachys_sp"
OTU17036,"k: Fungi ,p: Ascomycota ,c: Pezizomycotina_cls_Incertae_sedis ,o: Pezizomycotina_ord_Incertae_sedis ,f: Pezizomycotina_fam_Incertae_sedis ,g: Ciliophora ,s: Ciliophora_sp"
OTU17034,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Trichophaea ,s: Trichophaea_flavobrunnea"
OTU17032,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: Cucurbitariaceae ,g: unidentified ,s: Cucurbitariaceae_sp"
OTU17041,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Geoglossum ,s: Geoglossum_sp"
OTU17042,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: unidentified ,g: unidentified ,s: Capnodiales_sp"
OTU17039,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: unidentified ,g: unidentified ,s: Sordariales_sp"
OTU17043,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17037,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Niessliaceae ,g: Niesslia ,s: Niesslia_exilis"
OTU17040,"k: Fungi ,p: Ascomycota ,c: Pezizomycotina_cls_Incertae_sedis ,o: Pezizomycotina_ord_Incertae_sedis ,f: Pezizomycotina_fam_Incertae_sedis ,g: Amblyosporium ,s: Amblyosporium_botrytis"
OTU17038,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Aspergillaceae ,g: Penicillium ,s: Penicillium_sp"
OTU17044,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Dothideales ,f: Dothideaceae ,g: Celosporium ,s: Celosporium_sp"
OTU17047,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: unidentified ,g: unidentified ,s: Tremellales_sp"
OTU17046,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xylariales ,f: Xylariaceae ,g: Xylaria ,s: Xylaria_longipes"
OTU17049,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU17045,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17051,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: unidentified ,g: unidentified ,s: Capnodiales_sp"
OTU17052,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Amanitaceae ,g: unidentified ,s: Amanitaceae_sp"
OTU17053,
OTU17050,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: Cucurbitariaceae ,g: Pyrenochaeta ,s: Pyrenochaeta_sp"
OTU17048,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Aspergillaceae ,g: Penicillium ,s: Penicillium_sacculum"
OTU17055,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_podzolica"
OTU17054,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17056,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17059,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Venturiales ,f: Sympoventuriaceae ,g: unidentified ,s: Sympoventuriaceae_sp"
OTU17058,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xenospadicoidales ,f: Xenospadicoidaceae ,g: Neospadicoides ,s: Neospadicoides_lignicola"
OTU17057,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17061,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17065,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Auriculariales ,f: unidentified ,g: unidentified ,s: Auriculariales_sp"
OTU17060,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Chaetomiaceae ,g: Humicola ,s: Humicola_sp"
OTU17062,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Scutellinia ,s: Scutellinia_vitreola"
OTU17064,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Bionectriaceae ,g: Clonostachys ,s: Clonostachys_sp"
OTU17063,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Clavicipitaceae ,g: Metarhizium ,s: Metarhizium_sp"
OTU17066,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Sordariales_fam_Incertae_sedis ,g: Conlarium ,s: Conlarium_sp"
OTU17070,"k: Fungi ,p: Ascomycota ,c: Archaeorhizomycetes ,o: Archaeorhizomycetales ,f: Archaeorhizomycetaceae ,g: Archaeorhizomyces ,s: Archaeorhizomyces_sp"
OTU17068,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Tremellomycetes_sp"
OTU17072,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17073,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Lactifluus ,s: Lactifluus_sp"
OTU17067,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Nectriaceae ,g: Neonectria ,s: Neonectria_candida"
OTU17074,"k: Fungi ,p: Basidiomycota ,c: Agaricostilbomycetes ,o: Agaricostilbales ,f: Agaricostilbaceae ,g: Pseudobensingtonia ,s: Pseudobensingtonia_sp"
OTU17075,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17076,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU17078,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Lactarius ,s: Lactarius_sp"
OTU17077,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU17069,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Trechisporales ,f: Hydnodontaceae ,g: Trechispora ,s: Trechispora_sp"
OTU17079,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17080,"k: Fungi ,p: Mucoromycota ,c: Endogonomycetes ,o: GS22 ,f: unidentified ,g: unidentified ,s: GS22_sp"
OTU17071,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Hydnangiaceae ,g: Laccaria ,s: Laccaria_trichodermophora"
OTU17081,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17082,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU17083,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU17084,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17086,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17085,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Russulales ,f: Russulaceae ,g: Russula ,s: Russula_sp"
OTU17088,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Xylariales ,f: unidentified ,g: unidentified ,s: Xylariales_sp"
OTU17087,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17089,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Pyronemataceae ,g: Lamprospora ,s: Lamprospora_wrightii"
OTU17090,"k: Fungi ,p: Ascomycota ,c: Geoglossomycetes ,o: Geoglossales ,f: Geoglossaceae ,g: Geoglossum ,s: Geoglossum_nigritum"
OTU17091,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: Trimorphomycetaceae ,g: Saitozyma ,s: Saitozyma_sp"
OTU17093,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: unidentified ,g: unidentified ,s: Sordariales_sp"
OTU17092,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Dothideomycetes_sp"
OTU17096,"k: Fungi ,p: Kickxellomycota ,c: Kickxellomycetes ,o: Kickxellales ,f: unidentified ,g: unidentified ,s: Kickxellales_sp"
OTU17094,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17097,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS08 ,f: unidentified ,g: unidentified ,s: GS08_sp"
OTU17099,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Sordariomycetes_sp"
OTU17098,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Venturiales ,f: Sympoventuriaceae ,g: Ochroconis ,s: Ochroconis_sp"
OTU17100,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU17101,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17095,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Aspergillaceae ,g: Penicillium ,s: Penicillium_improvisum"
OTU17102,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17103,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Amanitaceae ,g: Amanita ,s: Amanita_vaginata"
OTU17104,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17105,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU17108,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: unidentified ,g: unidentified ,s: Tremellales_sp"
OTU17109,"k: Fungi ,p: Ascomycota ,c: Orbiliomycetes ,o: Orbiliales ,f: Orbiliaceae ,g: Dactylella ,s: Dactylella_zhongdianensis"
OTU17106,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17107,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17110,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Sordariomycetes_sp"
OTU17111,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17112,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: unidentified ,g: unidentified ,s: Sordariales_sp"
OTU17114,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Capnodiales ,f: unidentified ,g: unidentified ,s: Capnodiales_sp"
OTU17116,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU17113,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17117,"k: Fungi ,p: Ascomycota ,c: Pezizomycetes ,o: Pezizales ,f: Ascodesmidaceae ,g: Cephaliophora ,s: Cephaliophora_sp"
OTU17115,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17120,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17119,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU17118,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Leotiomycetes_sp"
OTU17121,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU17123,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Sordariomycetes_sp"
OTU17125,
OTU17127,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Chaetothyriales_fam_Incertae_sedis ,g: Ceratosporella ,s: Ceratosporella_sp"
OTU17124,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Diaporthales ,f: unidentified ,g: unidentified ,s: Diaporthales_sp"
OTU17126,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Onygenales ,f: Gymnoascaceae ,g: Gymnoascus ,s: Gymnoascus_sp"
OTU17128,"k: Fungi ,p: Ascomycota ,c: Leotiomycetes ,o: Helotiales ,f: unidentified ,g: unidentified ,s: Helotiales_sp"
OTU17122,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Eurotiales ,f: Aspergillaceae ,g: Aspergillus ,s: Aspergillus_sp"
OTU17129,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: unidentified ,g: unidentified ,s: Chaetothyriales_sp"
OTU17130,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Chaetothyriales ,f: Herpotrichiellaceae ,g: unidentified ,s: Herpotrichiellaceae_sp"
OTU17137,
OTU17132,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU17135,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: Tremellales ,f: unidentified ,g: unidentified ,s: Tremellales_sp"
OTU17133,"k: Fungi ,p: Basidiomycota ,c: Tremellomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Tremellomycetes_sp"
OTU17131,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Hypocreales ,f: Hypocreaceae ,g: Trichoderma ,s: Trichoderma_deliquescens"
OTU17134,"k: Fungi ,p: Ascomycota ,c: Eurotiomycetes ,o: Onygenales ,f: Ajellomycetaceae ,g: Emmonsiellopsis ,s: Emmonsiellopsis_sp"
OTU17139,
OTU17136,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: Sordariales ,f: Cephalothecaceae ,g: Phialemonium ,s: Phialemonium_dimorphosporum"
