"OTU_ID","kingdom","phylum","class","order","family","genus"
"OTU3","",NA,NA,NA,NA,NA
"OTU1","",NA,NA,NA,NA,NA
"OTU2","",NA,NA,NA,NA,NA
"OTU5"," Fungi "," Chytridiomycota "," Chytridiomycetes "," Chytridiales "," Chytriomycetaceae "," Rhizidium "
"OTU7","",NA,NA,NA,NA,NA
"OTU6","",NA,NA,NA,NA,NA
"OTU8"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Physalacriaceae "," Armillaria "
"OTU4"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Physalacriaceae "," Armillaria "
"OTU9","",NA,NA,NA,NA,NA
"OTU10","",NA,NA,NA,NA,NA
"OTU12","",NA,NA,NA,NA,NA
"OTU11","",NA,NA,NA,NA,NA
"OTU13","",NA,NA,NA,NA,NA
"OTU14","",NA,NA,NA,NA,NA
"OTU15","",NA,NA,NA,NA,NA
"OTU16","",NA,NA,NA,NA,NA
"OTU17","",NA,NA,NA,NA,NA
"OTU18","",NA,NA,NA,NA,NA
"OTU19","",NA,NA,NA,NA,NA
"OTU21","",NA,NA,NA,NA,NA
"OTU20"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU22","",NA,NA,NA,NA,NA
"OTU23","",NA,NA,NA,NA,NA
"OTU24"," Fungi "," Chytridiomycota "," Chytridiomycetes "," Chytridiales "," unidentified "," unidentified "
"OTU26","",NA,NA,NA,NA,NA
"OTU27"," Fungi "," Basidiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU28","",NA,NA,NA,NA,NA
"OTU25"," Fungi "," Mucoromycota "," Endogonomycetes "," Endogonales "," unidentified "," unidentified "
"OTU29"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU31","",NA,NA,NA,NA,NA
"OTU30"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU32","",NA,NA,NA,NA,NA
"OTU33"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU34","",NA,NA,NA,NA,NA
"OTU36","",NA,NA,NA,NA,NA
"OTU37"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," unidentified "
"OTU35"," Fungi "," Mucoromycota "," Endogonomycetes "," Endogonales "," unidentified "," unidentified "
"OTU39"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU38","",NA,NA,NA,NA,NA
"OTU40","",NA,NA,NA,NA,NA
"OTU41"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU42"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS04 "," unidentified "," unidentified "
"OTU44","",NA,NA,NA,NA,NA
"OTU43"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU45","",NA,NA,NA,NA,NA
"OTU46"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU47","",NA,NA,NA,NA,NA
"OTU48"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU52"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Syncephalis "
"OTU49","",NA,NA,NA,NA,NA
"OTU50","",NA,NA,NA,NA,NA
"OTU51","",NA,NA,NA,NA,NA
"OTU53","",NA,NA,NA,NA,NA
"OTU54","",NA,NA,NA,NA,NA
"OTU55","",NA,NA,NA,NA,NA
"OTU56"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU60","",NA,NA,NA,NA,NA
"OTU58","",NA,NA,NA,NA,NA
"OTU57","",NA,NA,NA,NA,NA
"OTU59","",NA,NA,NA,NA,NA
"OTU61"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU63"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU64"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU62"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Boletaceae "," unidentified "
"OTU66","",NA,NA,NA,NA,NA
"OTU68"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," unidentified "
"OTU67","",NA,NA,NA,NA,NA
"OTU69","",NA,NA,NA,NA,NA
"OTU70","",NA,NA,NA,NA,NA
"OTU65"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU71"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Syncephalis "
"OTU72","",NA,NA,NA,NA,NA
"OTU73","",NA,NA,NA,NA,NA
"OTU74","",NA,NA,NA,NA,NA
"OTU75","",NA,NA,NA,NA,NA
"OTU76","",NA,NA,NA,NA,NA
"OTU78","",NA,NA,NA,NA,NA
"OTU77","",NA,NA,NA,NA,NA
"OTU79","",NA,NA,NA,NA,NA
"OTU80","",NA,NA,NA,NA,NA
"OTU81"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU83"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU84","",NA,NA,NA,NA,NA
"OTU82"," Fungi "," Chytridiomycota "," Lobulomycetes "," Lobulomycetales "," unidentified "," unidentified "
"OTU86","",NA,NA,NA,NA,NA
"OTU85","",NA,NA,NA,NA,NA
"OTU87","",NA,NA,NA,NA,NA
"OTU88","",NA,NA,NA,NA,NA
"OTU89"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU90","",NA,NA,NA,NA,NA
"OTU91","",NA,NA,NA,NA,NA
"OTU94","",NA,NA,NA,NA,NA
"OTU93","",NA,NA,NA,NA,NA
"OTU95","",NA,NA,NA,NA,NA
"OTU92"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU96","",NA,NA,NA,NA,NA
"OTU97","",NA,NA,NA,NA,NA
"OTU98","",NA,NA,NA,NA,NA
"OTU99"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU101","",NA,NA,NA,NA,NA
"OTU100","",NA,NA,NA,NA,NA
"OTU103","",NA,NA,NA,NA,NA
"OTU102","",NA,NA,NA,NA,NA
"OTU105","",NA,NA,NA,NA,NA
"OTU104"," Fungi "," Ascomycota "," Pezizomycetes "," Pezizales "," Pyronemataceae "," Genea "
"OTU106","",NA,NA,NA,NA,NA
"OTU107"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS05 "," unidentified "," unidentified "
"OTU108","",NA,NA,NA,NA,NA
"OTU110"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU109","",NA,NA,NA,NA,NA
"OTU111","",NA,NA,NA,NA,NA
"OTU112","",NA,NA,NA,NA,NA
"OTU113"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU114"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU116"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU115"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU117"," Fungi "," Mortierellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU118","",NA,NA,NA,NA,NA
"OTU120","",NA,NA,NA,NA,NA
"OTU119","",NA,NA,NA,NA,NA
"OTU121","",NA,NA,NA,NA,NA
"OTU122","",NA,NA,NA,NA,NA
"OTU123","",NA,NA,NA,NA,NA
"OTU124","",NA,NA,NA,NA,NA
"OTU125","",NA,NA,NA,NA,NA
"OTU128","",NA,NA,NA,NA,NA
"OTU129","",NA,NA,NA,NA,NA
"OTU126"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU127"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU130","",NA,NA,NA,NA,NA
"OTU131"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU132","",NA,NA,NA,NA,NA
"OTU134","",NA,NA,NA,NA,NA
"OTU133"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU135","",NA,NA,NA,NA,NA
"OTU136"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU137"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU138","",NA,NA,NA,NA,NA
"OTU139","",NA,NA,NA,NA,NA
"OTU140"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Omphalotaceae "," Gymnopus "
"OTU142","",NA,NA,NA,NA,NA
"OTU143"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU144"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU141","",NA,NA,NA,NA,NA
"OTU145","",NA,NA,NA,NA,NA
"OTU146"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU147","",NA,NA,NA,NA,NA
"OTU148","",NA,NA,NA,NA,NA
"OTU149"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU150","",NA,NA,NA,NA,NA
"OTU151","",NA,NA,NA,NA,NA
"OTU152","",NA,NA,NA,NA,NA
"OTU153","",NA,NA,NA,NA,NA
"OTU154","",NA,NA,NA,NA,NA
"OTU155","",NA,NA,NA,NA,NA
"OTU156"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS05 "," unidentified "," unidentified "
"OTU157","",NA,NA,NA,NA,NA
"OTU158"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU160","",NA,NA,NA,NA,NA
"OTU159","",NA,NA,NA,NA,NA
"OTU161","",NA,NA,NA,NA,NA
"OTU162","",NA,NA,NA,NA,NA
"OTU163"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU166","",NA,NA,NA,NA,NA
"OTU164","",NA,NA,NA,NA,NA
"OTU165"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Piptocephalis "
"OTU168"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU167","",NA,NA,NA,NA,NA
"OTU169","",NA,NA,NA,NA,NA
"OTU170","",NA,NA,NA,NA,NA
"OTU171"," Fungi "," Zoopagomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU172","",NA,NA,NA,NA,NA
"OTU174"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU173"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU176","",NA,NA,NA,NA,NA
"OTU177"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Syncephalis "
"OTU175","",NA,NA,NA,NA,NA
"OTU179"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU178","",NA,NA,NA,NA,NA
"OTU181","",NA,NA,NA,NA,NA
"OTU183","",NA,NA,NA,NA,NA
"OTU182","",NA,NA,NA,NA,NA
"OTU185"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU180","",NA,NA,NA,NA,NA
"OTU186","",NA,NA,NA,NA,NA
"OTU184","",NA,NA,NA,NA,NA
"OTU187","",NA,NA,NA,NA,NA
"OTU188"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU192"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Syncephalis "
"OTU189","",NA,NA,NA,NA,NA
"OTU193","",NA,NA,NA,NA,NA
"OTU191","",NA,NA,NA,NA,NA
"OTU194","",NA,NA,NA,NA,NA
"OTU195"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU190","",NA,NA,NA,NA,NA
"OTU196"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU197","",NA,NA,NA,NA,NA
"OTU198","",NA,NA,NA,NA,NA
"OTU199","",NA,NA,NA,NA,NA
"OTU200"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU201"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU202"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU203","",NA,NA,NA,NA,NA
"OTU205","",NA,NA,NA,NA,NA
"OTU204","",NA,NA,NA,NA,NA
"OTU208","",NA,NA,NA,NA,NA
"OTU207"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU206"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU210","",NA,NA,NA,NA,NA
"OTU209"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU211"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU212"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU213","",NA,NA,NA,NA,NA
"OTU215","",NA,NA,NA,NA,NA
"OTU216","",NA,NA,NA,NA,NA
"OTU217"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU214"," Fungi "," Mortierellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU219"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU218","",NA,NA,NA,NA,NA
"OTU220"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU221","",NA,NA,NA,NA,NA
"OTU223"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU222"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU224"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU225","",NA,NA,NA,NA,NA
"OTU228","",NA,NA,NA,NA,NA
"OTU226"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU227","",NA,NA,NA,NA,NA
"OTU229","",NA,NA,NA,NA,NA
"OTU230","",NA,NA,NA,NA,NA
"OTU233","",NA,NA,NA,NA,NA
"OTU232","",NA,NA,NA,NA,NA
"OTU231","",NA,NA,NA,NA,NA
"OTU234","",NA,NA,NA,NA,NA
"OTU235","",NA,NA,NA,NA,NA
"OTU237"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU238"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU236","",NA,NA,NA,NA,NA
"OTU240","",NA,NA,NA,NA,NA
"OTU239"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU241","",NA,NA,NA,NA,NA
"OTU242","",NA,NA,NA,NA,NA
"OTU243"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS05 "," unidentified "," unidentified "
"OTU245"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU244","",NA,NA,NA,NA,NA
"OTU246","",NA,NA,NA,NA,NA
"OTU247","",NA,NA,NA,NA,NA
"OTU248","",NA,NA,NA,NA,NA
"OTU250","",NA,NA,NA,NA,NA
"OTU251"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU249","",NA,NA,NA,NA,NA
"OTU252","",NA,NA,NA,NA,NA
"OTU253","",NA,NA,NA,NA,NA
"OTU254","",NA,NA,NA,NA,NA
"OTU255","",NA,NA,NA,NA,NA
"OTU256","",NA,NA,NA,NA,NA
"OTU257","",NA,NA,NA,NA,NA
"OTU258"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU259","",NA,NA,NA,NA,NA
"OTU262"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU261"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU260","",NA,NA,NA,NA,NA
"OTU263","",NA,NA,NA,NA,NA
"OTU264","",NA,NA,NA,NA,NA
"OTU265"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU266"," Fungi "," Zoopagomycota "," Zoopagomycetes "," Zoopagales "," Piptocephalidaceae "," Piptocephalis "
"OTU267"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU269"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU268"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU270"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU271","",NA,NA,NA,NA,NA
"OTU273","",NA,NA,NA,NA,NA
"OTU274","",NA,NA,NA,NA,NA
"OTU272","",NA,NA,NA,NA,NA
"OTU275","",NA,NA,NA,NA,NA
"OTU276","",NA,NA,NA,NA,NA
"OTU278"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU277"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU279","",NA,NA,NA,NA,NA
"OTU281"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU280"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU282","",NA,NA,NA,NA,NA
"OTU283","",NA,NA,NA,NA,NA
"OTU284","",NA,NA,NA,NA,NA
"OTU285"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU286","",NA,NA,NA,NA,NA
"OTU288"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU287","",NA,NA,NA,NA,NA
"OTU289","",NA,NA,NA,NA,NA
"OTU290","",NA,NA,NA,NA,NA
"OTU291"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU293","",NA,NA,NA,NA,NA
"OTU294","",NA,NA,NA,NA,NA
"OTU292","",NA,NA,NA,NA,NA
"OTU295","",NA,NA,NA,NA,NA
"OTU298","",NA,NA,NA,NA,NA
"OTU296"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU297"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU299","",NA,NA,NA,NA,NA
"OTU300","",NA,NA,NA,NA,NA
"OTU302"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU304","",NA,NA,NA,NA,NA
"OTU305"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU303"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU306"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU301"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Physalacriaceae "," Armillaria "
"OTU307"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU308","",NA,NA,NA,NA,NA
"OTU309"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS04 "," unidentified "," unidentified "
"OTU312"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU311","",NA,NA,NA,NA,NA
"OTU310","",NA,NA,NA,NA,NA
"OTU313","",NA,NA,NA,NA,NA
"OTU314","",NA,NA,NA,NA,NA
"OTU315","",NA,NA,NA,NA,NA
"OTU316","",NA,NA,NA,NA,NA
"OTU317","",NA,NA,NA,NA,NA
"OTU318"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU320"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU322"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU319","",NA,NA,NA,NA,NA
"OTU321","",NA,NA,NA,NA,NA
"OTU324","",NA,NA,NA,NA,NA
"OTU325","",NA,NA,NA,NA,NA
"OTU323","",NA,NA,NA,NA,NA
"OTU326"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU327"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU328","",NA,NA,NA,NA,NA
"OTU330","",NA,NA,NA,NA,NA
"OTU329"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU333","",NA,NA,NA,NA,NA
"OTU331"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU332","",NA,NA,NA,NA,NA
"OTU334","",NA,NA,NA,NA,NA
"OTU335","",NA,NA,NA,NA,NA
"OTU337"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU336"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU338"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU339","",NA,NA,NA,NA,NA
"OTU340","",NA,NA,NA,NA,NA
"OTU341"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU342"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU343"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU344","",NA,NA,NA,NA,NA
"OTU345"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU346","",NA,NA,NA,NA,NA
"OTU348"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU347","",NA,NA,NA,NA,NA
"OTU350","",NA,NA,NA,NA,NA
"OTU349","",NA,NA,NA,NA,NA
"OTU353"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU351","",NA,NA,NA,NA,NA
"OTU354","",NA,NA,NA,NA,NA
"OTU352"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU356"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU355","",NA,NA,NA,NA,NA
"OTU358"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU357","",NA,NA,NA,NA,NA
"OTU361","",NA,NA,NA,NA,NA
"OTU362","",NA,NA,NA,NA,NA
"OTU360"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU359"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU364"," Fungi "," Ascomycota "," Leotiomycetes "," unidentified "," unidentified "," unidentified "
"OTU363","",NA,NA,NA,NA,NA
"OTU365"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU366","",NA,NA,NA,NA,NA
"OTU368"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU370"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU367","",NA,NA,NA,NA,NA
"OTU369"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Boletaceae "," Strobilomyces "
"OTU371"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU372","",NA,NA,NA,NA,NA
"OTU373","",NA,NA,NA,NA,NA
"OTU374","",NA,NA,NA,NA,NA
"OTU375","",NA,NA,NA,NA,NA
"OTU377","",NA,NA,NA,NA,NA
"OTU376","",NA,NA,NA,NA,NA
"OTU378","",NA,NA,NA,NA,NA
"OTU379","",NA,NA,NA,NA,NA
"OTU380","",NA,NA,NA,NA,NA
"OTU382","",NA,NA,NA,NA,NA
"OTU381","",NA,NA,NA,NA,NA
"OTU383"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU384","",NA,NA,NA,NA,NA
"OTU385"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU387"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU386","",NA,NA,NA,NA,NA
"OTU388","",NA,NA,NA,NA,NA
"OTU389","",NA,NA,NA,NA,NA
"OTU393"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU392","",NA,NA,NA,NA,NA
"OTU391","",NA,NA,NA,NA,NA
"OTU390"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Physalacriaceae "," Armillaria "
"OTU394"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU395"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU396","",NA,NA,NA,NA,NA
"OTU397","",NA,NA,NA,NA,NA
"OTU398"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU399"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU400"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU401","",NA,NA,NA,NA,NA
"OTU403","",NA,NA,NA,NA,NA
"OTU402","",NA,NA,NA,NA,NA
"OTU404","",NA,NA,NA,NA,NA
"OTU405"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU406","",NA,NA,NA,NA,NA
"OTU407"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU408","",NA,NA,NA,NA,NA
"OTU409","",NA,NA,NA,NA,NA
"OTU410"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU411","",NA,NA,NA,NA,NA
"OTU412","",NA,NA,NA,NA,NA
"OTU413","",NA,NA,NA,NA,NA
"OTU415"," Fungi "," Chytridiomycota "," Chytridiomycetes "," Chytridiales "," Chytriomycetaceae "," Chytriomyces "
"OTU414","",NA,NA,NA,NA,NA
"OTU416","",NA,NA,NA,NA,NA
"OTU417"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU418","",NA,NA,NA,NA,NA
"OTU420"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU419"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU421"," Fungi "," Ascomycota "," Saccharomycetes "," Saccharomycetales "," unidentified "," unidentified "
"OTU422","",NA,NA,NA,NA,NA
"OTU423"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU424","",NA,NA,NA,NA,NA
"OTU425","",NA,NA,NA,NA,NA
"OTU426","",NA,NA,NA,NA,NA
"OTU428","",NA,NA,NA,NA,NA
"OTU427","",NA,NA,NA,NA,NA
"OTU429","",NA,NA,NA,NA,NA
"OTU430","",NA,NA,NA,NA,NA
"OTU431"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU432","",NA,NA,NA,NA,NA
"OTU434"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU433","",NA,NA,NA,NA,NA
"OTU435"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU436","",NA,NA,NA,NA,NA
"OTU437","",NA,NA,NA,NA,NA
"OTU438"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU439","",NA,NA,NA,NA,NA
"OTU440","",NA,NA,NA,NA,NA
"OTU441","",NA,NA,NA,NA,NA
"OTU442"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU444"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU445"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU443"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," unidentified "," unidentified "
"OTU446","",NA,NA,NA,NA,NA
"OTU447","",NA,NA,NA,NA,NA
"OTU449","",NA,NA,NA,NA,NA
