"OTU_ID","kingdom","phylum","class","order","family","genus"
"OTU6838"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," unidentified "," unidentified "
"OTU6841"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6839"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6844"," Fungi "," Basidiomycota "," GS27 "," GS27 "," unidentified "," unidentified "
"OTU6843"," Fungi "," Basidiomycota "," Agaricomycetes "," Sebacinales "," unidentified "," unidentified "
"OTU6842"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Ramariopsis "
"OTU6846"," Fungi "," Basidiomycota "," GS27 "," GS27 "," unidentified "," unidentified "
"OTU6845"," Fungi "," Basidiomycota "," Tremellomycetes "," Tremellales "," Tremellaceae "," Cryptococcus "
"OTU6848"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Gliophorus "
"OTU6847"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6853","",NA,NA,NA,NA,NA
"OTU6851"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Acaulosporaceae "," Acaulospora "
"OTU6849"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6856"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Claroideoglomeraceae "," Claroideoglomus "
"OTU6852"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," unidentified "," unidentified "
"OTU6850"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6854"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6855"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6859"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Podila "
"OTU6861"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6857"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6860"," Fungi "," Basidiomycota "," Tremellomycetes "," Filobasidiales "," Piskurozymaceae "," Solicoccozyma "
"OTU6858"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6863"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6862"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU6864"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6866"," Fungi "," Basidiomycota "," Microbotryomycetes "," Sporidiobolales "," unidentified "," unidentified "
"OTU6867"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Mortierella "
"OTU6871"," Fungi "," Ascomycota "," Lecanoromycetes "," Peltigerales "," Collemataceae "," Leptogium "
"OTU6865"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU6868"," Fungi "," Basidiomycota "," Tremellomycetes "," Tremellales "," Tremellaceae "," Cryptococcus "
"OTU6870"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Mortierella "
"OTU6869"," Fungi "," Ascomycota "," Sordariomycetes "," Hypocreales "," Cordycipitaceae "," Beauveria "
"OTU6872"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," unidentified "
"OTU6878","",NA,NA,NA,NA,NA
"OTU6875"," Fungi "," Basidiomycota "," Agaricomycetes "," Cantharellales "," Clavulinaceae "," unidentified "
"OTU6874"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Cladophialophora "
"OTU6876"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6877"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," unidentified "," unidentified "
"OTU6873"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU6879"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," unidentified "," unidentified "
"OTU6881"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Mortierella "
"OTU6880"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Capronia "
"OTU6883"," Fungi "," Mortierellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6882"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6888","",NA,NA,NA,NA,NA
"OTU6890","",NA,NA,NA,NA,NA
"OTU6886"," Fungi "," Ascomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6887"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Clavulinopsis "
"OTU6889"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," unidentified "
"OTU6884"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Inocybaceae "," Inocybe "
"OTU6891"," Fungi "," Basidiomycota "," Agaricomycetes "," unidentified "," unidentified "," unidentified "
"OTU6885"," Fungi "," Ascomycota "," Sordariomycetes "," Hypocreales "," Hypocreaceae "," Trichoderma "
"OTU6894","",NA,NA,NA,NA,NA
"OTU6897"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6896"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," unidentified "
"OTU6895"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Physalacriaceae "," Armillaria "
"OTU6893"," Fungi "," Basidiomycota "," Tremellomycetes "," Filobasidiales "," Filobasidiaceae "," Naganishia "
"OTU6892"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6898"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Fomitopsidaceae "," Tyromyces "
"OTU6902"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Claroideoglomeraceae "," Claroideoglomus "
"OTU6899"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6905","",NA,NA,NA,NA,NA
"OTU6900"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6901"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," unidentified "
"OTU6904"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6907","",NA,NA,NA,NA,NA
"OTU6903"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6909"," Fungi "," Basidiomycota "," Agaricomycetes "," Cantharellales "," Clavulinaceae "," unidentified "
"OTU6906"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6908"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Steccherinaceae "," Junghuhnia "
"OTU6910"," Fungi "," Basidiomycota "," Agaricomycetes "," Hymenochaetales "," Schizoporaceae "," Botryodontia "
"OTU6911"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6912"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," Byssocorticiaceae "," Byssocorticium "
"OTU6917","",NA,NA,NA,NA,NA
"OTU6918"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6914"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6913"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6915"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6916"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6919"," Fungi "," Basidiomycota "," Agaricomycetes "," Cantharellales "," Ceratobasidiaceae "," unidentified "
"OTU6923"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6920"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6922"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," unidentified "
"OTU6921"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU6927"," Fungi "," Mucoromycota "," Mucoromycetes "," Mucorales "," unidentified "," unidentified "
"OTU6924"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6926"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6925"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6931"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6930"," Fungi "," Chytridiomycota "," Rhizophydiomycetes "," Rhizophydiales "," Alphamycetaceae "," Betamyces "
"OTU6928"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6929"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," unidentified "," unidentified "
"OTU6932"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Gyroporaceae "," Gyroporus "
"OTU6934"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6933"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6939"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Claroideoglomeraceae "," Claroideoglomus "
"OTU6936"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Clavulinopsis "
"OTU6935"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6937"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU6940"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU6938"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6941"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6942"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," Hydnodontaceae "," Trechispora "
"OTU6948"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Acaulosporaceae "," unidentified "
"OTU6946"," Fungi "," Rozellomycota "," Rozellomycotina_cls_Incertae_sedis "," GS08 "," unidentified "," unidentified "
"OTU6949"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Acaulosporaceae "," Acaulospora "
"OTU6944"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Pseudotomentella "
"OTU6945"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU6947"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU6943"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6950","",NA,NA,NA,NA,NA
"OTU6952"," Fungi "," Ascomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6953"," Fungi "," Glomeromycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6951"," Fungi "," Basidiomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6957"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," unidentified "," unidentified "
"OTU6958"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6956"," Fungi "," Basidiomycota "," Agaricomycetes "," Trechisporales "," Hydnodontaceae "," Trechispora "
"OTU6955"," Fungi "," Basidiomycota "," Agaricomycetes "," Atheliales "," unidentified "," unidentified "
"OTU6954"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU6961","",NA,NA,NA,NA,NA
"OTU6960"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," unidentified "," unidentified "
"OTU6959"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Agaricaceae "," Echinoderma "
"OTU6962"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Tricholoma "
"OTU6965"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Cladophialophora "
"OTU6966"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6968","",NA,NA,NA,NA,NA
"OTU6963"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6964"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU6967"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6969"," Fungi "," Basidiomycota "," GS27 "," GS27 "," unidentified "," unidentified "
"OTU6973"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Claroideoglomeraceae "," Claroideoglomus "
"OTU6971"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," unidentified "
"OTU6970"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," unidentified "
"OTU6972"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," unidentified "," unidentified "
"OTU6977","",NA,NA,NA,NA,NA
"OTU6975"," Fungi "," Basidiomycota "," Agaricomycetes "," Geastrales "," unidentified "," unidentified "
"OTU6974"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6976"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6979"," Fungi "," Basidiomycota "," Microbotryomycetes "," Sporidiobolales "," unidentified "," unidentified "
"OTU6980"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," unidentified "
"OTU6978"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6982","",NA,NA,NA,NA,NA
"OTU6981"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6983"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6984"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6985"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6986"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6987"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6988"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6989"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6992","",NA,NA,NA,NA,NA
"OTU6990"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6993","",NA,NA,NA,NA,NA
"OTU6994"," Fungi "," Basidiomycota "," GS27 "," GS27 "," unidentified "," unidentified "
"OTU6995"," Fungi "," Rozellomycota "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU6991"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU6997"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU6996"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU6999","",NA,NA,NA,NA,NA
"OTU7000"," Fungi "," Basidiomycota "," Microbotryomycetes "," Microbotryomycetes_ord_Incertae_sedis "," Chrysozymaceae "," Oberwinklerozyma "
"OTU7002"," Fungi "," Glomeromycota "," Glomeromycetes "," Diversisporales "," Acaulosporaceae "," Acaulospora "
"OTU7004"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," unidentified "," unidentified "
"OTU7003"," Fungi "," Basidiomycota "," Cystobasidiomycetes "," Erythrobasidiales "," Erythrobasidiaceae "," Erythrobasidium "
"OTU6998"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7001"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Strophariaceae "," Tubaria "
"OTU7006","",NA,NA,NA,NA,NA
"OTU7007"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7010","",NA,NA,NA,NA,NA
"OTU7005"," Fungi "," Basidiomycota "," Agaricomycetes "," Polyporales "," Meruliaceae "," Sarcodontia "
"OTU7008"," Fungi "," Basidiomycota "," Agaricomycetes "," Cantharellales "," Cantharellales_fam_Incertae_sedis "," Sistotrema "
"OTU7011"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7009"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7012"," Fungi "," Ascomycota "," Geoglossomycetes "," Geoglossales "," Geoglossaceae "," Trichoglossum "
"OTU7013"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7014"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Cortinariaceae "," Protoglossum "
"OTU7015"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7016"," Fungi "," Ascomycota "," Sordariomycetes "," Sordariales "," unidentified "," unidentified "
"OTU7017"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7018"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," unidentified "
"OTU7019"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Podila "
"OTU7023"," Fungi "," Kickxellomycota "," Kickxellomycetes "," Kickxellales "," Kickxellaceae "," Ramicandelaber "
"OTU7020"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU7021"," Fungi "," Ascomycota "," Eurotiomycetes "," Chaetothyriales "," Herpotrichiellaceae "," Capronia "
"OTU7022"," Fungi "," Mortierellomycota "," Mortierellomycetes "," Mortierellales "," Mortierellaceae "," Podila "
"OTU7025"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU7024"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Lactarius "
"OTU7027"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU7032","",NA,NA,NA,NA,NA
"OTU7029"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Lactarius "
"OTU7033","",NA,NA,NA,NA,NA
"OTU7026"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Mycenaceae "," unidentified "
"OTU7028"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7031"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Neohygrocybe "
"OTU7034","",NA,NA,NA,NA,NA
"OTU7035","",NA,NA,NA,NA,NA
"OTU7037","",NA,NA,NA,NA,NA
"OTU7038","",NA,NA,NA,NA,NA
"OTU7036"," Fungi "," Basidiomycota "," Agaricomycetes "," Gomphales "," Gomphaceae "," Ramaria "
"OTU7030"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7041","",NA,NA,NA,NA,NA
"OTU7039"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Clavariaceae "," Ramariopsis "
"OTU7046","",NA,NA,NA,NA,NA
"OTU7040"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7045"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU7042"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7047"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7043"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7044"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7048"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7050"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7049"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7055","",NA,NA,NA,NA,NA
"OTU7051"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7054"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7056","",NA,NA,NA,NA,NA
"OTU7053"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Cuphophyllus "
"OTU7052"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7058"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hygrophoraceae "," Hygrocybe "
"OTU7061","",NA,NA,NA,NA,NA
"OTU7057"," Fungi "," Basidiomycota "," Agaricomycetes "," Tremellodendropsidales "," unidentified "," unidentified "
"OTU7059"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7060"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Thelephora "
"OTU7062"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7064"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7063"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7066"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7065"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7067"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7068"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Hymenogastraceae "," Hymenogaster "
"OTU7069"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7071"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," Mycena "
"OTU7070"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7073"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU7072"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7074"," Fungi "," Glomeromycota "," Glomeromycetes "," Glomerales "," Glomeraceae "," unidentified "
"OTU7075"," Fungi "," Basidiomycota "," GS26 "," unidentified "," unidentified "," unidentified "
"OTU7076"," Fungi "," Mucoromycota "," Umbelopsidomycetes "," Umbelopsidales "," Umbelopsidaceae "," Umbelopsis "
"OTU7078"," Fungi "," Chytridiomycota "," Rhizophydiomycetes "," Rhizophydiales "," Rhizophydiaceae "," Rhizophydium "
"OTU7080","",NA,NA,NA,NA,NA
"OTU7081","",NA,NA,NA,NA,NA
"OTU7077"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7082"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7083"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7079"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," Tomentella "
"OTU7088"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Boletaceae "," Leccinum "
"OTU7084"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7089"," Fungi "," Basidiomycota "," Agaricomycetes "," Boletales "," Boletaceae "," Leccinum "
"OTU7086"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7085"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7087"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7092","",NA,NA,NA,NA,NA
"OTU7093"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Entolomataceae "," Entoloma "
"OTU7091"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Tricholomataceae "," unidentified "
"OTU7090"," Fungi "," Ascomycota "," Eurotiomycetes "," Eurotiales "," Aspergillaceae "," Penicillium "
"OTU7094"," Fungi "," Basidiomycota "," Microbotryomycetes "," Sporidiobolales "," unidentified "," unidentified "
"OTU7095"," Fungi "," unidentified "," unidentified "," unidentified "," unidentified "," unidentified "
"OTU7096"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU7097"," Fungi "," Basidiomycota "," Agaricomycetes "," Russulales "," Russulaceae "," Russula "
"OTU7099"," Fungi "," Basidiomycota "," Agaricomycetes "," Gomphales "," unidentified "," unidentified "
"OTU7098"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7100"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7101"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7103"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7102"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7104"," Fungi "," Basidiomycota "," Agaricomycetes "," Agaricales "," Amanitaceae "," Amanita "
"OTU7105"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7106"," Fungi "," Basidiomycota "," Agaricomycetes "," Thelephorales "," Thelephoraceae "," unidentified "
"OTU7109","",NA,NA,NA,NA,NA
