OTU7157	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1502760.08FU(1.00)	+
OTU7163			
OTU7164	k:Fungi(1.00),p:Chytridiomycota(1.00),c:Rhizophydiomycetes(1.00),o:Rhizophydiales(1.00),f:unidentified(0.99),g:unidentified(0.99),s:Rhizophydiales_sp|SH2720678.08FU(0.99)	+
OTU7162	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.99),o:Boletales(0.65),f:Boletinellaceae(0.65),g:Boletinellus(0.65),s:Boletinellus_merulioides|SH1540023.08FU(0.46)	+
OTU7159	k:Fungi(1.00),p:Basidiomycota(0.98),c:Agaricomycetes(0.98),o:Agaricales(0.66),f:Hygrophoraceae(0.39),g:Gliophorus(0.29),s:Gliophorus_sp|SH1516015.08FU(0.28)	+
OTU7160	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.83),s:Tomentella_sp|SH1528465.08FU(0.70)	+
OTU7161	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Cortinariaceae(1.00),g:Cortinarius(0.97),s:Cortinarius_sp|SH2715876.08FU(0.73)	+
OTU7165	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Strophariaceae(1.00),g:Pholiota(1.00),s:Pholiota_squarrosoides|SH1569427.08FU(1.00)	+
OTU7166	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1502412.08FU(1.00)	+
OTU7169			
OTU7170	k:Fungi(1.00),p:Basidiomycota(0.97),c:Geminibasidiomycetes(0.97),o:Geminibasidiales(0.97),f:Geminibasidiaceae(0.77),g:Geminibasidium(0.77),s:Geminibasidium_sp|SH1563156.08FU(0.46)	+
OTU7167	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.99),s:Thelephoraceae_sp|SH1502246.08FU(0.99)	+
OTU7171	k:Fungi(1.00),p:Glomeromycota(1.00),c:Glomeromycetes(1.00),o:Diversisporales(1.00),f:Acaulosporaceae(1.00),g:Acaulospora(1.00),s:Acaulospora_sp|SH1549282.08FU(1.00)	+
OTU7168	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.93),s:Thelephoraceae_sp|SH1502412.08FU(0.07)	+
OTU7172	k:Fungi(1.00),p:unidentified(0.84),c:unidentified(0.86),o:unidentified(0.87),f:unidentified(0.87),g:unidentified(0.88),s:Fungi_sp|SH1650617.08FU(0.52)	+
OTU7177	k:Fungi(1.00),p:Glomeromycota(1.00),c:Glomeromycetes(1.00),o:Diversisporales(1.00),f:Acaulosporaceae(1.00),g:Acaulospora(1.00),s:Acaulospora_scrobiculata|SH3593559.08FU(0.76)	+
OTU7173	k:Fungi(1.00),p:Basidiomycota(0.97),c:Tremellomycetes(0.33),o:unidentified(0.23),f:unidentified(0.23),g:unidentified(0.33),s:Tremellomycetes_sp|SH1565624.08FU(0.08)	+
OTU7180	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Sebacinales(1.00),f:unidentified(0.98),g:unidentified(0.98),s:Sebacinales_sp|SH3344416.08FU(0.97)	+
OTU7176	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.56),s:Tomentella_sp|SH1502216.08FU(0.56)	+
OTU7174	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.85),s:Tomentella_sp|SH1528663.08FU(0.75)	+
OTU7175	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.86),s:Thelephoraceae_sp|SH1502245.08FU(0.86)	+
OTU7178	k:Fungi(1.00),p:Basidiomycota(0.96),c:Agaricomycetes(0.96),o:Agaricales(0.75),f:Hygrophoraceae(0.75),g:Cuphophyllus(0.75),s:Cuphophyllus_sp|SH1546924.08FU(0.71)	+
OTU7179	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.95),s:Tomentella_sp|SH1528434.08FU(0.95)	+
OTU7181	k:Fungi(1.00),p:Ascomycota(1.00),c:Taphrinomycetes(1.00),o:Taphrinales(1.00),f:Taphrinaceae(1.00),g:Taphrina(1.00),s:Taphrina_vestergrenii|SH1519942.08FU(1.00)	+
OTU7185			
OTU7187	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Mortierellales_sp|SH3315098.08FU(0.32)	+
OTU7182	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.99),o:Thelephorales(0.99),f:Thelephoraceae(0.99),g:unidentified(0.43),s:Thelephoraceae_sp|SH1502282.08FU(0.41)	+
OTU7188			
OTU7186	k:Fungi(1.00),p:Ascomycota(0.33),c:Sordariomycetes(0.33),o:Hypocreales(0.33),f:Clavicipitaceae(0.33),g:Metarhizium(0.33),s:Metarhizium_marquandii|SH1561415.08FU(0.31)	+
OTU7183	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.49),s:Tomentella_sublilacina|SH1502195.08FU(0.36)	+
OTU7184	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(0.98),f:Thelephoraceae(0.98),g:unidentified(0.75),s:Thelephoraceae_sp|SH1503418.08FU(0.16)	+
OTU7194			
OTU7192	k:Fungi(1.00),p:Glomeromycota(1.00),c:Glomeromycetes(1.00),o:Glomerales(0.99),f:Claroideoglomeraceae(0.99),g:Claroideoglomus(0.99),s:Claroideoglomus_claroideum|SH1189502.08FU(0.94)	+
OTU7189	k:Fungi(1.00),p:Basidiomycota(0.95),c:Agaricomycetes(0.89),o:Agaricales(0.89),f:Agaricaceae(0.87),g:Tulostoma(0.74),s:Tulostoma_sp|SH1512282.08FU(0.12)	+
OTU7195			
OTU7190	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.77),s:Tomentella_sp|SH1528486.08FU(0.69)	+
OTU7196	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Agaricales_sp|SH1243085.08FU(1.00)	+
OTU7191	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.98),s:Thelephoraceae_sp|SH1528461.08FU(0.73)	+
OTU7193	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.26),s:Tomentella_bryophila|SH1159619.08FU(0.12)	+
OTU7199			
OTU7197	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Polyporales(1.00),f:Steccherinaceae(1.00),g:Physodontia(1.00),s:Physodontia_sp|SH1156418.08FU(1.00)	+
OTU7200	k:Fungi(1.00),p:unidentified(0.10),c:unidentified(0.10),o:unidentified(0.10),f:unidentified(0.10),g:unidentified(0.77),s:Fungi_sp|SH1551558.08FU(0.10)	+
OTU7198	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(0.98),f:Thelephoraceae(0.98),g:Tomentella(0.52),s:Tomentella_sublilacina|SH1502195.08FU(0.45)	+
OTU7202	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(1.00),s:Russula_sp|SH1569733.08FU(0.92)	+
OTU7201	k:Fungi(1.00),p:Basidiomycota(0.71),c:Agaricomycetes(0.71),o:Polyporales(0.66),f:Meruliaceae(0.53),g:Ceraceomyces(0.52),s:Ceraceomyces_sp|SH1651102.08FU(0.18)	+
OTU7205	k:Fungi(1.00),p:unidentified(0.76),c:unidentified(0.76),o:unidentified(0.76),f:unidentified(0.76),g:unidentified(0.76),s:Fungi_sp|SH1549532.08FU(0.76)	+
OTU7204	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Leucosporidiales(0.18),f:unidentified(1.00),g:unidentified(1.00),s:Leucosporidiales_sp|SH1522748.08FU(0.17)	+
OTU7203	k:Fungi(1.00),p:unidentified(1.00),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH1567123.08FU(1.00)	+
OTU7206	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(1.00),s:Russula_sp|SH1509035.08FU(1.00)	+
OTU7208	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:unidentified(1.00),s:Mortierellaceae_sp|SH1608005.08FU(1.00)	+
OTU7211	k:Fungi(1.00),p:Basidiomycota(0.70),c:GS27(0.49),o:GS27(0.46),f:unidentified(0.75),g:unidentified(0.75),s:GS27_sp|SH1506917.08FU(0.35)	+
OTU7207	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(1.00),s:Russula_sp|SH1509035.08FU(1.00)	+
OTU7209	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(1.00),s:Russula_sp|SH1548630.08FU(1.00)	+
OTU7210	k:Fungi(1.00),p:Ascomycota(0.97),c:Sordariomycetes(0.97),o:Sordariales(0.88),f:unidentified(0.94),g:unidentified(0.94),s:Sordariales_sp|SH1570514.08FU(0.87)	+
OTU7212	k:Fungi(1.00),p:Ascomycota(0.95),c:Eurotiomycetes(0.95),o:Chaetothyriales(0.95),f:Herpotrichiellaceae(0.95),g:Cladophialophora(0.95),s:Cladophialophora_sp|SH1529632.08FU(0.95)	+
OTU7213	k:Fungi(1.00),p:unidentified(1.00),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH1567123.08FU(1.00)	+
OTU7220			
OTU7219	k:Fungi(1.00),p:unidentified(0.56),c:unidentified(0.56),o:unidentified(0.56),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH1657583.08FU(0.56)	+
OTU7214	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Russulales(1.00),f:Russulaceae(1.00),g:Russula(1.00),s:Russula_sp|SH1548630.08FU(0.99)	+
OTU7218	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:Mortierellaceae(1.00),g:Podila(0.92),s:Podila_sp|SH1607999.08FU(0.92)	+
OTU7221			
OTU7215	k:Fungi(1.00),p:Ascomycota(0.91),c:Sordariomycetes(0.88),o:Sordariales(0.62),f:Helminthosphaeriaceae(0.59),g:Spadicoides(0.59),s:Spadicoides_sp|SH1507945.08FU(0.38)	+
OTU7217	k:Fungi(1.00),p:Ascomycota(1.00),c:Eurotiomycetes(1.00),o:Chaetothyriales(1.00),f:Herpotrichiellaceae(0.97),g:Exophiala(0.97),s:Exophiala_sideris|SH1529585.08FU(0.12)	+
OTU7216	k:Fungi(1.00),p:Basidiomycota(0.95),c:Agaricomycetes(0.95),o:Agaricales(0.94),f:Tricholomataceae(0.86),g:Mycena(0.84),s:Mycena_sp|SH2700602.08FU(0.50)	+
OTU7222	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.99),o:Agaricales(0.99),f:Entolomataceae(0.98),g:Pouzarella(0.96),s:Pouzarella_sp|SH2707030.08FU(0.96)	+
OTU7225	k:Fungi(1.00),p:Rozellomycota(1.00),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Rozellomycota_sp|SH3330460.08FU(0.54)	+
OTU7227	k:Fungi(1.00),p:Rozellomycota(0.99),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Rozellomycota_sp|SH3330460.08FU(0.42)	+
OTU7228	k:Fungi(1.00),p:Chytridiomycota(0.98),c:Lobulomycetes(0.79),o:Lobulomycetales(0.79),f:unidentified(0.92),g:unidentified(0.92),s:Lobulomycetales_sp|SH3218612.08FU(0.73)	+
OTU7223	k:Fungi(1.00),p:Basidiomycota(0.94),c:Agaricomycetes(0.93),o:Agaricales(0.82),f:Hymenogastraceae(0.02),g:Hebeloma(0.01),s:Hebeloma_sp|SH1563785.08FU(0.01)	+
OTU7224	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Hygrophoropsidaceae(1.00),g:Hygrophoropsis(1.00),s:Hygrophoropsis_sp|SH2716419.08FU(1.00)	+
OTU7229	k:Fungi(1.00),p:Chytridiomycota(1.00),c:Rhizophydiomycetes(0.98),o:Rhizophydiales(0.98),f:unidentified(1.00),g:unidentified(1.00),s:Rhizophydiales_sp|SH2733634.08FU(0.98)	+
OTU7226	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.99),s:Thelephoraceae_sp|SH1528520.08FU(0.98)	+
OTU7230	k:Fungi(1.00),p:unidentified(0.83),c:unidentified(0.83),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH3565522.08FU(0.83)	+
OTU7233	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Microbotryomycetes_ord_Incertae_sedis(1.00),f:Chrysozymaceae(1.00),g:unidentified(1.00),s:Chrysozymaceae_sp|SH1518189.08FU(1.00)	+
OTU7234	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Cystofilobasidiales(1.00),f:Mrakiaceae(1.00),g:Tausonia(1.00),s:Tausonia_pullulans|SH1650607.08FU(1.00)	+
OTU7235	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Cantharellales_sp|SH2730555.08FU(1.00)	+
OTU7231	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.89),s:Thelephoraceae_sp|SH1502502.08FU(0.88)	+
OTU7232	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.18),s:Tomentella_sp|SH1502476.08FU(0.18)	+
OTU7236	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.96),s:Thelephoraceae_sp|SH1528553.08FU(0.81)	+
OTU7238	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Entolomataceae(1.00),g:Entoloma(1.00),s:Entoloma_sp|SH1555835.08FU(0.96)	+
OTU7237	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.85),s:Thelephoraceae_sp|SH1502250.08FU(0.09)	+
OTU7241	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(0.99),o:Agaricales(0.99),f:Clavariaceae(0.99),g:Clavaria(0.73),s:Clavaria_sp|SH1648154.08FU(0.05)	+
OTU7239	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.95),s:Thelephoraceae_sp|SH1528553.08FU(0.85)	+
OTU7240	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.92),s:Thelephoraceae_sp|SH1528553.08FU(0.73)	+
OTU7242	k:Fungi(1.00),p:Basidiomycota(0.98),c:Agaricomycetes(0.98),o:Thelephorales(0.98),f:Thelephoraceae(0.98),g:Tomentella(0.22),s:Tomentella_sp|SH1503565.08FU(0.01)	+
OTU7246	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Agaricomycetes_sp|SH3321322.08FU(1.00)	+
OTU7243	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.94),s:Thelephoraceae_sp|SH1528520.08FU(0.57)	+
OTU7247	k:Fungi(1.00),p:Basidiomycota(0.93),c:Tremellomycetes(0.72),o:unidentified(0.78),f:unidentified(0.79),g:unidentified(0.81),s:Tremellomycetes_sp|SH1658704.08FU(0.49)	+
OTU7244	k:Fungi(1.00),p:Basidiomycota(0.85),c:Agaricomycetes(0.85),o:Thelephorales(0.85),f:Thelephoraceae(0.85),g:unidentified(0.98),s:Thelephoraceae_sp|SH1141080.08FU(0.43)	+
OTU7245	k:Fungi(1.00),p:Basidiomycota(0.79),c:Agaricomycetes(0.79),o:Thelephorales(0.79),f:Thelephoraceae(0.79),g:unidentified(1.00),s:Thelephoraceae_sp|SH1502196.08FU(0.74)	+
OTU7250			
OTU7249	k:Fungi(1.00),p:Basidiomycota(0.98),c:Microbotryomycetes(0.98),o:Sporidiobolales(0.98),f:unidentified(0.90),g:unidentified(0.90),s:Sporidiobolales_sp|SH1525609.08FU(0.88)	+
OTU7254			
OTU7248	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1528461.08FU(0.99)	+
OTU7257	k:Fungi(1.00),p:Fungi_phy_Incertae_sedis(1.00),c:Fungi_cls_Incertae_sedis(1.00),o:Fungi_ord_Incertae_sedis(1.00),f:Fungi_fam_Incertae_sedis(1.00),g:Desmococcus(1.00),s:Desmococcus_sp|SH2720189.08FU(1.00)	+
OTU7252	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Tricholomataceae(1.00),g:Mycena(1.00),s:Mycena_filopes|SH1542305.08FU(0.95)	+
OTU7251	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.96),s:Thelephoraceae_sp|SH1502437.08FU(0.82)	+
OTU7255	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Agaricomycetes_sp|SH1185637.08FU(0.85)	+
OTU7253	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.88),s:Thelephoraceae_sp|SH1502315.08FU(0.09)	+
OTU7256	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.99),s:Thelephoraceae_sp|SH1159417.08FU(0.23)	+
OTU7258	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.99),o:Thelephorales(0.99),f:Thelephoraceae(0.99),g:unidentified(0.47),s:Thelephoraceae_sp|SH1528410.08FU(0.06)	+
OTU7263			
OTU7259	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.84),s:Thelephoraceae_sp|SH1502616.08FU(0.52)	+
OTU7264	k:Fungi(1.00),p:Mortierellomycota(1.00),c:Mortierellomycetes(1.00),o:Mortierellales(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Mortierellales_sp|SH3315095.08FU(0.99)	+
OTU7261	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(0.80),f:Thelephoraceae(0.80),g:Tomentella(0.63),s:Tomentella_stuposa|SH1528705.08FU(0.25)	+
OTU7265	k:Fungi(1.00),p:Rozellomycota(0.99),c:Rozellomycotina_cls_Incertae_sedis(0.99),o:GS08(0.99),f:unidentified(0.99),g:unidentified(0.99),s:GS08_sp|SH1240203.08FU(0.85)	+
OTU7260	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1140464.08FU(0.22)	+
OTU7262	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.99),s:Thelephoraceae_sp|SH1528520.08FU(0.73)	+
OTU7266			
OTU7267	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Odontia(0.99),s:Odontia_sp|SH1651318.08FU(0.14)	+
OTU7268	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Tricholomataceae(1.00),g:unidentified(0.01),s:Tricholomataceae_sp|SH1542295.08FU(0.01)	+
OTU7269	k:Fungi(1.00),p:Ascomycota(0.94),c:Eurotiomycetes(0.94),o:Chaetothyriales(0.93),f:Herpotrichiellaceae(0.86),g:Exophiala(0.38),s:Exophiala_capensis|SH1515994.08FU(0.01)	+
OTU7273	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1141045.08FU(1.00)	+
OTU7270	k:Fungi(1.00),p:Basidiomycota(0.99),c:Agaricomycetes(0.99),o:Thelephorales(0.99),f:Thelephoraceae(0.99),g:unidentified(0.84),s:Thelephoraceae_sp|SH1610974.08FU(0.02)	+
OTU7272	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(1.00),s:Thelephoraceae_sp|SH1141045.08FU(0.99)	+
OTU7271	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.88),s:Thelephoraceae_sp|SH1141045.08FU(0.49)	+
OTU7274	k:Fungi(1.00),p:unidentified(0.21),c:unidentified(0.21),o:unidentified(0.21),f:unidentified(0.21),g:unidentified(0.89),s:Fungi_sp|SH1502196.08FU(0.20)	+
OTU7275	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.96),s:Thelephoraceae_sp|SH1141080.08FU(0.74)	+
OTU7280			
OTU7281			
OTU7277	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:Tomentella(0.42),s:Tomentella_sp|SH1528705.08FU(0.23)	+
OTU7282			
OTU7283			
OTU7276	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.97),s:Thelephoraceae_sp|SH1502318.08FU(0.94)	+
OTU7278	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.58),s:Thelephoraceae_sp|SH1528494.08FU(0.01)	+
OTU7279	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.96),s:Thelephoraceae_sp|SH1141045.08FU(0.81)	+
OTU7284			
OTU7285			
OTU7286	k:Fungi(1.00),p:unidentified(1.00),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH3336655.08FU(0.29)	+
OTU7287	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Botryobasidiaceae(1.00),g:Botryobasidium(1.00),s:Botryobasidium_sp|SH1173520.08FU(1.00)	+
OTU7290			
OTU7289	k:Fungi(1.00),p:unidentified(1.00),c:unidentified(1.00),o:unidentified(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Fungi_sp|SH3329482.08FU(1.00)	+
OTU7291	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Atheliales(1.00),f:Tylosporaceae(1.00),g:Amphinema(1.00),s:Amphinema_sp|SH1648320.08FU(1.00)	-
OTU7292	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Gomphales(1.00),f:unidentified(1.00),g:unidentified(1.00),s:Gomphales_sp|SH2721310.08FU(1.00)	+
OTU7288	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Cantharellales(1.00),f:Ceratobasidiaceae(1.00),g:Ceratobasidium(0.22),s:Ceratobasidium_sp|SH1554510.08FU(0.22)	+
OTU7293	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Gomphales(0.89),f:unidentified(0.88),g:unidentified(0.88),s:Gomphales_sp|SH2721310.08FU(0.88)	+
OTU7294	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(0.74),f:Thelephoraceae(0.74),g:Tomentellopsis(0.74),s:Tomentellopsis_sp|SH1610916.08FU(0.72)	+
OTU7296	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Entolomataceae(1.00),g:Entoloma(1.00),s:Entoloma_sp|SH1544226.08FU(1.00)	+
OTU7295	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.99),s:Thelephoraceae_sp|SH1502293.08FU(0.90)	+
OTU7297	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.97),s:Thelephoraceae_sp|SH1502293.08FU(0.56)	+
OTU7298	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Thelephorales(1.00),f:Thelephoraceae(1.00),g:unidentified(0.97),s:Thelephoraceae_sp|SH1502740.08FU(0.01)	+
